name,address,area,city,pincode,phone,rating,reviews,category,dealer_type,source,source_url
S V Electronics,"Mudichur Main Road, Mudichur, Chennai",Mudichur,Chennai,600048,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/S-V-Electronics-Opp-CSI-Church-Mudichur/044PXX44-XX44-111126143921-K4F1_BZDET
Asa Batteries,"Aranganathan Subway Road, Saidapet, Chennai",Saidapet,Chennai,600015,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Asa-Batteries-Near-Aranganathan-Subway-Saidapet/044PXX44-XX44-211019124604-I1T9_BZDET
Perumal Batteries Sale & Services,"Sivan Koil Road, Thiruverkadu, Chennai",Thiruverkadu,Chennai,600077,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Perumal-Batteries-Sale-Services-Near-Church-Thiruverkadu/044PXX44-XX44-171114202005-L8A8_BZDET
Bharani Battery Centre,"Mohan Ram Nagar, Mogappair West, Chennai",Mogappair West,Chennai,600037,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Bharani-Battery-Centre-OppHotel-Sangamam-Mogappair-West/044P7023680_BZDET
Suresh Battery Sales & Service,"GST Road , Kadaperi, Tambaram, Chennai",Tambaram,Chennai,600045,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Suresh-Battery-Sales-Service-Opposite-to-Balaji-Super-Store-House-Of-Immanuel-Tambaram/044PXX44-XX44-221118121155-R1K4_BZDET
Auto Mall,"Whites Road, Royapettah, Chennai",Royapettah,Chennai,600014,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Auto-Mall-Opposite-to-Express-Avenue-Gate-No-3-Near-Opple-Lighting-Showroom-Royapettah/044PXX44-XX44-210823151348-N7L2_BZDET
Eswari Electricals,"Shankar Nagar (Railway Station) Main Road, T V Puram, Ponneri, Ponneri, Chennai",Ponneri,Chennai,601204,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Eswari-Electricals-Near-UKN-Marriage-Mahal-Ponneri/044P1232601848N8L2T2_BZDET
B.K.R TECHNOLOGIES AUTOMATIC WATER LEVEL CONTROLLER,"Krishnarajapuram, Bangalore",Krishnarajapuram,Bangalore,560036,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/BKR-TECHNOLOGIES-AUTOMATIC-WATER-LEVEL-CONTROLLER-Krishnarajapuram-Bus-Stand-Krishnarajapuram/080PXX80-XX80-251225094231-C2R7_BZDET
I- Sista,"Main Road, Jp Nagar, Bangalore",Jp Nagar,Bangalore,560078,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/I-Sista-Near-Maruti-School-Jp-Nagar/080PXX80-XX80-120415111132-V4T3_BZDET
Sri Manjunatha Battery Works,"Kogile Cross, Kogilu Main Road, Yelahanka, Bangalore",Yelahanka,Bangalore,560064,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Sri-Manjunatha-Battery-Works-Opposite-Siddhappaji-Bar-Yelahanka/080PXX80-XX80-111011114701-Y7E4_BZDET
Varun Battery And Ups,"9th Cross ,Sri Krishna Nagar,Kothnur Road, Jp Nagar 8th Phase, Bangalore",Jp Nagar 8th Phase,Bangalore,560076,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Varun-Battery-And-Ups-Near-Maruthi-Public-School-Jp-Nagar-8th-Phase/080PXX80-XX80-220930151830-W7V1_BZDET
Akshaya Power Tech,"60 Feet Road,2nd Block, Mariyappanapalya, Gnanabharathi, Bangalore",Gnanabharathi,Bangalore,560056,,,,Inverter Battery Dealers,battery,justdial,https://www.justdial.com/Bangalore/Akshaya-Power-Tech-Near-Auto-Stand-Road-Gnanabharathi/080P8388-8388-110210155259-R1M4_BZDET
KINETIC GREEN - SRI SHANMUGA EV,"Salem Road, Pon Nagar Bus Stop, Namakkal Bazaar, Namakkal",Namakkal Bazaar,Bangalore,637001,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Namakkal/KINETIC-GREEN-SRI-SHANMUGA-EV-Nearby-Deva-Weigh-Bridge-Namakkal-Bazaar/9999P4286-4286-220718164342-C1K7_BZDET
Kallai E Bikes,"Salem Main Road, Gandhi Road, Kallakurichi",Gandhi Road,Bangalore,606202,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Kallakurichi/Kallai-E-Bikes-Near-Mahalakshmi-Tractor-Emapper-Gandhi-Road/9999P4151-4151-221117154925-R7D2_BZDET
Electric Byke INDIA,"Avinashi Main Road, Thirumuruganpoondi, Tirupur",Thirumuruganpoondi,Bangalore,641652,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Tirupur/Electric-Byke-INDIA-Near-Poppys-Hotel-Thirumuruganpoondi/9999PX421-X421-1223532978E8Y6W4-DC_BZDET
Finetech Systems,"Palangarai, Avinashi, Kumarnagar, Tirupur",Kumarnagar,Bangalore,641603,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Tirupur/Finetech-Systems-TT-Garments-Kumarnagar/9999PX421-X421-101224180434-Z7U1_BZDET
Green Wheels Agency,"Trichy Road, Annanagar, Palladam",Annanagar,Bangalore,641664,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Palladam/Green-Wheels-Agency-Opposite-to-Rrr-Naatukozhi-Hotel-Annanagar/9999PX421-X421-251018095145-A6R3_BZDET
Navya Sree Agency,"Trichy Main Road, Ondipudur, Coimbatore",Ondipudur,Bangalore,641016,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Coimbatore/Navya-Sree-Agency-Opposite-Kathir-Mill-Ondipudur/0422PX422-X422-250405131722-S4J1_BZDET
EMF Electrical Industries,"AnnaNagar, Ukkadam, Coimbatore",Ukkadam,Bangalore,641001,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Coimbatore/EMF-Electrical-Industries-Near-MM-Market-Ukkadam/0422PX422-X422-160827103021-I3H7_BZDET
RLT Motors,"Mariya Complex, Podanur, Coimbatore",Podanur,Bangalore,641023,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Coimbatore/RLT-Motors-Opposite-Gd-Tank-Podanur/0422PX422-X422-230629115950-K4H1_BZDET
Sara Auto Electrical and Battery Works,"Palakkad Main Road , Kunniyamuthur, Coimbatore",Kunniyamuthur,Bangalore,641008,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Coimbatore/Sara-Auto-Electrical-And-Battery-Works-Near-Gokulam-Chit-Kunniyamuthur/0422PX422-X422-130708174905-B1B6_BZDET
JD motors,"Moka Road, Bellary Gandhinagar, Bellary",Bellary Gandhinagar,Bangalore,583103,,,,Electric Vehicle Battery Charger Dealers,charger,justdial,https://www.justdial.com/Bellary/JD-Motors-Opposite-Baghicha-Hotel-Bellary-Gandhinagar/9999P8392-8392-220714105838-J6P7_BZDET
SBN Tech Solutions,"No.4/B Kambar Street, Nehru Nagar Velacherry Checkpost",,Chennai,600042,,4.3,7,"APS UPS Battery, 12V, 200 Ah",battery,indiamart,https://www.indiamart.com/proddetail/aps-ups-battery-2854528911273.html
Dexterous Powertech Solutions,"Old No.20 , New No.15 Tatabad- 2nd Street",Tatabad,Coimbatore,641012,,4.5,51,"UPS Battery, 12V, 65 Ah",battery,indiamart,https://www.indiamart.com/proddetail/65ah-ups-battery-2855329061688.html
Marsun Power Systems,"69, Babu Naidu Garden, Perumal Agaram",Thiruverkadu,Chennai,600077,,4.1,53,APC APS UPS Battery,battery,indiamart,https://www.indiamart.com/proddetail/aps-ups-battery-11622923173.html
VVK Industries Private Limited,"No.76/2, Padavettamman Koil Street K.K. Thazhai, MMC",Madhavaram Milk Colony,Chennai,600051,,4.5,2,Ups Battery,battery,indiamart,https://www.indiamart.com/proddetail/ups-battery-2858868071797.html
Bescom Yelahanka Electric Vehicle Charging Station,"Suggappa Layout, Bangalore",Suggappa Layout,Bangalore,560064,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Bangalore/Bescom-Yelahanka-Electric-Vehicle-Charging-Station-Suggappa-Layout/080PXX80-XX80-250825215050-N8C8_BZDET
Mesha Energy Solutions Pvt Ltd,"3rd A Cross, Yeshwanthpur, Bangalore",Yeshwanthpur,Bangalore,560022,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Bangalore/Mesha-Energy-Solutions-Pvt-Ltd-2nd-Main-Industrial-Suburb-2nd-Stage-Yeshwanthpur/080PXX80-XX80-170719141641-W4S4_BZDET
Porsche Destination Charging Station,"Dr Rajkumar Road, Dr Rajkumar Roadmain Road, Subramanya Nagar, Bangalore",Subramanya Nagar,Bangalore,560010,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Bangalore/Porsche-Destination-Charging-Station-Subramanya-Nagar/080PXX80-XX80-231230220949-E2Q1_BZDET
Electric Vehicle Charging Station,"Banashankari 3Rd Stage, Bangalore",Banashankari 3Rd Stage,Bangalore,560085,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Bangalore/Electric-Vehicle-Charging-Station-Katriguppe-Banashankari-3Rd-Stage/080PXX80-XX80-220922230029-L7J5_BZDET
Icon Engineering Works,"13th Main Subramanyanagara Main Road, Rajajinagar, Bangalore",Rajajinagar,Bangalore,560010,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Bangalore/Icon-Engineering-Works-Above-Icici-Atm-Rajajinagar/080PXX80-XX80-220127164743-D5G3_BZDET
Charzer Charging Station,"Bandikodigehalli, Bangalore",Bandikodigehalli,Bangalore,562149,,,,EV Charging Station,charger,justdial,https://www.justdial.com/Bangalore/Charzer-Charging-Station-Bandikodigehalli/080PXX80-XX80-250813221130-C7H9_BZDET
Alam Technology,"New No 27, Old No 9/2, G.A.A Khan 7th Street",Thousand Lights,Chennai,600006,,4.8,29,Manual Battery Charger,charger,indiamart,https://www.indiamart.com/proddetail/manual-battery-charger-2853952333948.html
Ram Electricals,"137, Angappa Naicken Street, Parrys",,Chennai,600001,,4.2,61,Battery Charger 24v 10 Amp Nhp,charger,indiamart,https://www.indiamart.com/proddetail/battery-charger-24v-10-amp-nhp-21789713430.html
Adhitya Marketing And Services,"122, Ramdoss Street Krishnapuram, Ambattur",Krishnapuram,Chennai,600053,,4.1,26,"Amara Raja Industrial battery and DC Charger, Standard",charger,indiamart,https://www.indiamart.com/proddetail/amara-raja-industrial-battery-and-dc-charger-19564606797.html
Leonix,"First Floor, 4064-A, Srinivasa Nagar Main Road, Puzhuthivakkam, Chennai",,Chennai,600091,,4.1,24,Battery Charger 12v 10a,charger,indiamart,https://www.indiamart.com/proddetail/battery-charger-12v-10a-2857447963548.html
Volt Control System,"Unit No. 6, Electronic Sadan 1, M.I.D.C., Bhosari",Bhosari,Pune,411026,,4.3,98,"VCS 12V-24V Industrial Battery Charger, Battery Type: Lead Acid, Input Voltage: 180-270 V Ac",charger,indiamart,https://www.indiamart.com/proddetail/industrial-battery-charger-20826639862.html
Powertron India Private Limited,"A-426, Road No 28,Wagle Estate Midc",Wagle I.E.,Thane,400604,,4.6,587,Automatic Battery Charger,charger,indiamart,https://www.indiamart.com/proddetail/automatic-battery-charger-2853679827588.html
Sanstar Microsystems Pvt Ltd,"Electronic Zone El-15 Hingna Road Nildoh, MIDC",,Nagpur,440016,,3.8,30,SSM24BIS10-BC Battery Charger for DG Set 24VDC 10A,charger,indiamart,https://www.indiamart.com/proddetail/battery-charger-for-dg-set-24vdc-10a-21777057073.html
Lzen Electronics (India),"First Floor, F-33, Dsidc Industrial Area, Nagloi",Nangloi,New Delhi,110041,,4.1,436,"VRLA Icon14V/2Amp Battery Charger, 14Volt",charger,indiamart,https://www.indiamart.com/proddetail/icon14v-2amp-battery-charger-20414471762.html
Aditya Enterprises,"Plot No. 98, B-Block, Gali No. 5, Vinay Nagar,",,Faridabad,121003,,4.5,58,Substation Battery Charger,charger,indiamart,https://www.indiamart.com/proddetail/substation-battery-charger-2850334746497.html
S.R.K. POWER POINT,"Valluvar Salai, Ramapuram, Chennai",Ramapuram,Chennai,600089,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/SRK-POWER-POINT-Near-Hdfc-Bank-Ramapuram/044PXX44-XX44-170329202101-K2F8_BZDET
Royal Battery Service,"24th Street, Nanganallur, Chennai",Nanganallur,Chennai,600061,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Royal-Battery-Service-Thilaiganga-Nagar-Near-Subway-Next-to-Karumariyamman-Koil-Nanganallur/044PXX44-XX44-220315124536-F5I7_BZDET
Altron Power Equipments,"Ravi Street, Vadakkupattu Main Road, Medavakkam, Chennai",Medavakkam,Chennai,600100,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Altron-Power-Equipments-Near-Ponniamman-Kovil-Medavakkam/044PXX44-XX44-170130132208-V7F1_BZDET
Sairam Power Tech,"Pozhichalur Main Road, Pammal, Chennai",Pammal,Chennai,600075,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Sairam-Power-Tech-Opposite-to-Drkumar-Diabetic-Clinic-Pammal/044PXX44-XX44-150712170439-D5N3_BZDET
OM Battery Service,"Meppur Main Road , Agaramel, Nazarethpettai, Chennai",Nazarethpettai,Chennai,600123,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/OM-Battery-Service-MSJM-School-Nazarethpettai/044PXX44-XX44-241207235123-R1W8_BZDET
Ganapathi Batteries & Inverters,"TNHB Colony Main Road, Velacheri, Chennai",Velacheri,Chennai,600042,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Ganapathi-Batteries-Inverters-Amma-Unavagam-Velacheri/044PXX44-XX44-200904113450-N7B2_BZDET
Soundry Power Systems,"8th Main Road, Anna Nagar, Chennai",Anna Nagar,Chennai,600040,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Soundry-Power-Systems-Near-Sri-Mittai-Sweet-Shop-Anna-Nagar/044PXX44-XX44-130812170215-Z9W8_BZDET
Mayur Enterprises,"Mogappair West, Chennai",Mogappair West,Chennai,600037,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Mayur-Enterprises-Near-Premier-Health-Centre-Mogappair-West/044PXX44-XX44-231212221449-S1N1_BZDET
Sakthibatteryservices,"MTH Road, Kasturba Nagar, Avadi, Chennai",Avadi,Chennai,600054,,,,Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Sakthibatteryservices-Opposite-Immaculate-School-Avadi/044P3027873_BZDET
Zillion Products Private Limited,"1376, 7th Street, Golden Colony",Padi,Chennai,600050,,4.5,39,"7.4 kW Ev Charging Station, Commercial, Two Wheeler",charger,indiamart,https://www.indiamart.com/proddetail/ev-charging-station-2852113720491.html
VSKS Electrical Technologies (OPC) Private Limited,"62/1c, School Street , Akash Nagar, Kovur, Bavani Amman Kovil, Chennai",,Chennai,600128,,3.2,5,"Commercial EV Charging Station (3.3 kW, GB/T Charger) for Commercial Wheeler",charger,indiamart,https://www.indiamart.com/proddetail/ev-charging-station-2857395560455.html
Maxx Energy,"No 4/72-A1 92 B, Maxx Energy, Magazine Road ST Thomas Mount",Pallavaram,Chennai,600016,,3.0,2,Commercial Wheeler EV Charging Station - 30kW (Combined Charging System),charger,indiamart,https://www.indiamart.com/proddetail/ev-charging-station-2853898438088.html
Cybertronics Security Automation Integrators Private Limited,1 ST Floor New No 73 Old No 30 Bajanai Koil Street Choolaimedu,Choolaimedu,Chennai,600094,,4.2,10,150 kw EV Charging Station 60Kw to 200Kw,charger,indiamart,https://www.indiamart.com/proddetail/ev-charging-station-60kw-to-200kw-2854431314088.html
GL Lightings,"New No. 19/11, 2st Floor, Athipattan Street",Chintadripet,Chennai,600002,,4.3,59,"50 kW Ev Charging Station, Passenger Wheeler",charger,indiamart,https://www.indiamart.com/proddetail/ev-charging-station-2857734790488.html
Edel Smart Devices Private Limited,"Second Floor, B312, Kssidc Block 2, Industrial Estate,Electronic, City",,Bengaluru,560100,,4.2,70,EV charging station,charger,indiamart,https://www.indiamart.com/proddetail/ev-charging-station-21991535788.html
Thunderplus Solutions Private Limited,"9th Floor, Block No. 1, My Home Hub, Hitech City Road, Madhapur",Madhapur Rangareddy,Hyderabad,500081,,4.0,10,"7.4 kW Gold Partner Franchise ThunderPlus EV Charging Station, 4 Wheeler",charger,indiamart,https://www.indiamart.com/proddetail/gold-partner-franchise-thunderplus-ev-charging-station-2855291228891.html
Rocknetz Systems Private Limited,"F-Wing 2nd Floor, Unit No. 273, Solaris-1 Building, Saki Vihar Road, Powai Mumbai",Vihar Road,Mumbai,400072,,4.5,39,"EXICOM 120 kW Dual Gun Super Fast EV DC Charging Station, Fuel Stations, 4 Wheeler",charger,indiamart,https://www.indiamart.com/proddetail/exicom-120-kw-dual-gun-super-fast-ev-dc-charging-station-2853209576762.html
Hindustan System,"U/G 25/45, Raisen Road, Kartar Arcade",,Bhopal,462023,,4.3,43,"7.4 kW Ev Home Charger, Commercial Wheeler",charger,indiamart,https://www.indiamart.com/proddetail/ev-home-charger-2855236224033.html
Philbrick Technologies India Pvt. Ltd.,"Plot No.69, RD No 6 Gidc, Kathwada,Odhav",Kathwada,Ahmedabad,382430,,4.6,48,"7.4 kW Ev Charging Station, Commercial Wheeler",charger,indiamart,https://www.indiamart.com/proddetail/ev-charging-station-2853156862973.html
Chennai Enterprises,"Gst Road, Tambaram Sanatorium, Chennai",Tambaram Sanatorium,Chennai,600047,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Chennai-Enterprises-Opposite-to-Siddha-Hospital-Tambaram-Sanatorium/044PXX44-XX44-120901164500-L4P8_BZDET
Sukra Power Tech LLP,"Velacherry Road, Little Mount-Saidapet, Chennai",Little Mount-Saidapet,Chennai,600015,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Sukra-Power-Tech-LLP-Opp-to-Danial-Super-Market-Little-Mount-Saidapet/044PXX44-XX44-241121170933-F9Y1_BZDET
Mahavir Om Dp Marketing,"Woods Road, Mount Road, Chennai",Mount Road,Chennai,600002,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Mahavir-Om-Dp-Marketing-Street-Opposite-to-TAJ-CLUB-HOUSE-BACK-GATE-Mount-Road/044PXX44-XX44-130629150015-T2J4_BZDET
SRI AS BATTERY SALES AND SERVICES,"Gandhi Road, Velacheri, Chennai",Velacheri,Chennai,600042,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/SRI-AS-BATTERY-SALES-AND-SERVICES-Near-Ark-Hospital-Velacheri/044PXX44-XX44-250423120111-Z5X5_BZDET
PRD POWER SOLUTIONS,"10th Street, Maduravoyal, Chennai",Maduravoyal,Chennai,600095,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/PRD-POWER-SOLUTIONS-Old-Kandaswamy-Nagar-Maduravoyal/044PXX44-XX44-221206183157-I8G3_BZDET
R K Auto Paarts,"G P Road, Mount Road, Chennai",Mount Road,Chennai,600002,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/R-K-Auto-Paarts-Near-Melody-Theatre-Mount-Road/044PXX44-XX44-120803105949-D2M3_BZDET
Shree Maruthi Power System,"1st Main Road-Thiruverkadu, Thiruverkadu, Chennai",Thiruverkadu,Chennai,600077,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Shree-Maruthi-Power-System-Near-Pallavan-Nagar-Park-Thiruverkadu/044PXX44-XX44-170724194549-W6A3_BZDET
Shreevel Enterprises,"Medavakkam, Chennai",Medavakkam,Chennai,600100,,,,Car Battery Dealers,battery,justdial,https://www.justdial.com/Chennai/Shreevel-Enterprises-Nearby-Mothers-World-Supermarket-Medavakkam/044PXX44-XX44-150401175156-T4S3_BZDET
Voltere Power Solutions Private Limited,"7th Floor, No. 715a, Spencer Plaza, Mount Road, Anna Salai",,Chennai,600002,,5.0,1,60 kW Electric Vehicle DC Car Charger,charger,indiamart,https://www.indiamart.com/proddetail/60-kw-electric-vehicle-dc-car-charger-2854011004362.html
Divya Electricals,"104,A-1, Govindappa Naicken Street",,Chennai,600001,,3.8,126,"3.3 kW Ip65 Ev Charger, Commercial",charger,indiamart,https://www.indiamart.com/proddetail/ip65-ev-charger-2857485034362.html
Saryam Engineering Private Limited,"11, Area Iii Nagavalli Amman Koil Street, Maraimalai Nagar",Maraimalai Nagar,Chennai,603209,,3.0,1,Saryam EV Chargers for Cars-Model 0,charger,indiamart,https://www.indiamart.com/proddetail/saryam-ev-chargers-for-cars-model-0-2856275341291.html
Coinfinitive Solutions Private Limited,"2nd Floor, Shop No. 214, Manish Complex, Shivaji Chowk, Ulhasnagar-3, Opp. A1 Sweets, Kalyan",,Ulhasnagar,421003,,,,220 V Electric Car Charger,charger,indiamart,https://www.indiamart.com/proddetail/220-v-electric-car-charger-2857650266797.html
Advance EV Charging Solutions,"1st Floor, Plot No 68, BLK-C, Mangolpuri Industrial Area Phase 2, North West Delhi",,New Delhi,110083,,4.8,20,Electric Car Portable Charger type2,charger,indiamart,https://www.indiamart.com/proddetail/electric-car-portable-charger-type2-2858227853548.html
Incredible Engineering Private Limited,"1st Floor, No. 1, Athulyam, 14th Cross Street, Shastri Nagar,Adyar,",Adyar,Chennai,600020,,,,"Incredible Engineering Bharat AC001 EV Charger, For Charging To The Vehicle",charger,indiamart,https://www.indiamart.com/proddetail/incredible-engineering-bharat-ac001-ev-charger-2849209717588.html
Rank One Trading,"12/41, Azizuddin Khan Street",,Chennai,600005,,,,Portable Ev Car Charger,charger,indiamart,https://www.indiamart.com/proddetail/portable-ev-car-charger-2858827905097.html
Sunil & Co.,"75/210-A, Arcot Road",,Chennai,600116,,4.6,10,E Bike Chargers,charger,indiamart,https://www.indiamart.com/proddetail/e-bike-chargers-2856875938073.html
Om EV Motors,"Ground Floor 10,Vasuki, Nagar 1st, Street Kodungaiyur,",Kodungaiyur,Chennai,600118,,4.3,217,48V Lithium LPF E Bike Charger,charger,indiamart,https://www.indiamart.com/proddetail/48v-lithium-lpf-e-bike-charger-25958952448.html
Jara Ener Tek,"6, Jara Enertek, 6th Street,Perumalpuram, Palayamkottai",,Tirunelveli,627007,,4.4,282,Revolt Rv400 Electric Bike Charger (72V 10A),charger,indiamart,https://www.indiamart.com/proddetail/revolt-rv400-electric-bike-charger-2858066630855.html
Nuteck Power Solutions Private Limited,"1 ST Floor, 115/5, Nuteck Power Solutions Pvt Ltd, Ramtekdi Indl Area, Hadapsar",,Pune,411013,,4.7,238,"72V 10A ECOEV720-72 Electric Bike Charger, Lithium Ion",charger,indiamart,https://www.indiamart.com/proddetail/72v-10a-ecoev720-72-electric-bike-charger-27101149833.html
